model,entity_type,layer,group_a,group_b,cosine_sim,same_naming,same_reactivity
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,8,thioether,thiol,0.769468,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,aldehyde,0.594972,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,alkyl bromide,0.567966,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,alkyl chloride,0.548639,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,alkyl fluoride,0.50174,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,alkyl iodide,0.473367,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,amide,0.58711,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,amine,0.672904,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,carboxylic acid,0.581561,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,ester,0.613623,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,ether,0.649671,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,imine,0.520774,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,ketone,0.630435,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,nitrile,0.54262,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,nitro,0.533306,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,sulfone,0.439821,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,sulfoxide,0.506343,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,thioether,0.480302,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alcohol,thiol,0.64367,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,alkyl bromide,0.423411,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,alkyl chloride,0.425967,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,alkyl fluoride,0.344867,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,alkyl iodide,0.389261,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,amide,0.784477,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,amine,0.44462,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,carboxylic acid,0.709489,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,ester,0.675964,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,ether,0.454353,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,imine,0.663408,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,ketone,0.75956,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,nitrile,0.65439,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,nitro,0.536333,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,sulfone,0.525893,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,sulfoxide,0.557816,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,thioether,0.462147,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,aldehyde,thiol,0.566027,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,alkyl chloride,0.937322,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,alkyl fluoride,0.783194,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,alkyl iodide,0.852689,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,amide,0.507008,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,amine,0.551426,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,carboxylic acid,0.438667,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,ester,0.476278,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,ether,0.657992,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,imine,0.489601,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,ketone,0.418212,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,nitrile,0.5639,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,nitro,0.629012,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,sulfone,0.455397,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,sulfoxide,0.487329,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,thioether,0.615181,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl bromide,thiol,0.556585,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,alkyl fluoride,0.828992,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,alkyl iodide,0.848043,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,amide,0.515962,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,amine,0.540939,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,carboxylic acid,0.438562,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,ester,0.491601,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,ether,0.695665,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,imine,0.490384,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,ketone,0.446676,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,nitrile,0.57845,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,nitro,0.639036,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,sulfone,0.482503,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,sulfoxide,0.522471,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,thioether,0.668745,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl chloride,thiol,0.583484,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,alkyl iodide,0.827244,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,amide,0.472865,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,amine,0.529302,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,carboxylic acid,0.360924,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,ester,0.47123,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,ether,0.742101,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,imine,0.488198,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,ketone,0.392851,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,nitrile,0.524472,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,nitro,0.637502,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,sulfone,0.484089,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,sulfoxide,0.525042,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,thioether,0.67467,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl fluoride,thiol,0.537983,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,amide,0.469281,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,amine,0.463284,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,carboxylic acid,0.392048,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,ester,0.432036,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,ether,0.667096,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,imine,0.487116,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,ketone,0.356062,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,nitrile,0.551952,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,nitro,0.638529,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,sulfone,0.467666,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,sulfoxide,0.494174,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,thioether,0.683938,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,alkyl iodide,thiol,0.59033,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,amine,0.574546,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,carboxylic acid,0.80128,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,ester,0.824593,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,ether,0.585648,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,imine,0.714994,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,ketone,0.780205,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,nitrile,0.760158,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,nitro,0.680878,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,sulfone,0.717682,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,sulfoxide,0.716361,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,thioether,0.567625,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amide,thiol,0.606511,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,carboxylic acid,0.425459,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,ester,0.450136,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,ether,0.519887,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,imine,0.698549,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,ketone,0.473872,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,nitrile,0.627218,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,nitro,0.534719,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,sulfone,0.426946,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,sulfoxide,0.487083,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,thioether,0.460487,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,amine,thiol,0.579123,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,ester,0.779807,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,ether,0.424574,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,imine,0.481318,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,ketone,0.682768,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,nitrile,0.633412,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,nitro,0.591403,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,sulfone,0.617552,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,sulfoxide,0.56012,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,thioether,0.426966,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,carboxylic acid,thiol,0.609965,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,ether,0.670088,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,imine,0.581766,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,ketone,0.792176,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,nitrile,0.622093,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,nitro,0.657093,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,sulfone,0.708163,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,sulfoxide,0.692112,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,thioether,0.563664,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ester,thiol,0.572187,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,imine,0.523239,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,ketone,0.491408,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,nitrile,0.541934,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,nitro,0.623217,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,sulfone,0.540085,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,sulfoxide,0.591067,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,thioether,0.68536,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ether,thiol,0.5404,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,ketone,0.619487,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,nitrile,0.749701,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,nitro,0.669983,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,sulfone,0.60125,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,sulfoxide,0.636884,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,thioether,0.62828,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,imine,thiol,0.60432,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,nitrile,0.633462,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,nitro,0.616204,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,sulfone,0.696305,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,sulfoxide,0.718584,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,thioether,0.529647,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,ketone,thiol,0.588843,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitrile,nitro,0.62547,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitrile,sulfone,0.654511,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitrile,sulfoxide,0.676015,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitrile,thioether,0.595504,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitrile,thiol,0.658824,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitro,sulfone,0.720136,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitro,sulfoxide,0.669851,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitro,thioether,0.667873,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,nitro,thiol,0.581221,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,sulfone,sulfoxide,0.89297,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,sulfone,thioether,0.696145,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,sulfone,thiol,0.630767,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,sulfoxide,thioether,0.75088,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,sulfoxide,thiol,0.68282,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,16,thioether,thiol,0.789656,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,aldehyde,0.405727,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,alkyl bromide,0.392605,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,alkyl chloride,0.349529,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,alkyl fluoride,0.291972,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,alkyl iodide,0.388253,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,amide,0.343686,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,amine,0.453607,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,carboxylic acid,0.375359,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,ester,0.451302,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,ether,0.642005,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,imine,0.287658,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,ketone,0.444067,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,nitrile,0.274834,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,nitro,0.428889,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,sulfone,0.346648,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,sulfoxide,0.437176,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,thioether,0.353462,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alcohol,thiol,0.401838,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,alkyl bromide,0.262084,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,alkyl chloride,0.218474,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,alkyl fluoride,0.178221,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,alkyl iodide,0.2365,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,amide,0.75422,0,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,amine,0.331301,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,carboxylic acid,0.644012,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,ester,0.606232,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,ether,0.36478,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,imine,0.597738,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,ketone,0.749279,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,nitrile,0.555825,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,nitro,0.520576,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,sulfone,0.409614,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,sulfoxide,0.418971,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,thioether,0.350589,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,aldehyde,thiol,0.338396,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,alkyl chloride,0.842615,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,alkyl fluoride,0.631044,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,alkyl iodide,0.817751,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,amide,0.295247,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,amine,0.389657,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,carboxylic acid,0.262897,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,ester,0.334635,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,ether,0.476124,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,imine,0.298391,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,ketone,0.207278,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,nitrile,0.298353,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,nitro,0.42847,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,sulfone,0.341428,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,sulfoxide,0.366354,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,thioether,0.474712,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl bromide,thiol,0.367869,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,alkyl fluoride,0.717576,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,alkyl iodide,0.776296,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,amide,0.287842,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,amine,0.393078,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,carboxylic acid,0.218681,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,ester,0.301073,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,ether,0.481533,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,imine,0.309157,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,ketone,0.187031,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,nitrile,0.309217,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,nitro,0.436664,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,sulfone,0.356868,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,sulfoxide,0.365636,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,thioether,0.455963,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl chloride,thiol,0.324765,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,alkyl iodide,0.685433,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,amide,0.262345,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,amine,0.323901,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,carboxylic acid,0.233856,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,ester,0.292167,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,ether,0.462588,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,imine,0.279495,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,ketone,0.159436,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,nitrile,0.303193,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,nitro,0.42676,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,24,alkyl fluoride,sulfone,0.364342,0,0
